,Quartier,AgeBatiment,NombreUtilisations,PremierTypePropriete,NombreBatiments,NombreEtages,SurfacePlancherTotal,SurfaceTotaleParking,SurfaceTotaleHorsParking,ListeUtilisationsBatiment,UtilisationPrincipale,SurfaceUtilisationPrincipale,UtilisationSecondaire,SurfaceUtilisationSecondaire,UtilisationTertiaire,SurfaceUtilisationTertiaire,Conformité,ConsoSite/S(kBtu/sf),ConsoSiteNorm/S(kBtu/sf),ConsoSource/S(kBtu/sf),ConsoSourceNorm/S(kBtu/sf),ConsoSiteTot(kBtu),ConsoSiteTotNorm(kBtu),Vapeur(kBtu),Électricité(kBtu),GazNaturel(kBtu),EmissionGES,IntensiteGES/S,TrancheAge,Pertes/S(kBtu/sf),ProportionVapeur,ProportionElectricité,ProportionGazNaturel,Latitude,Longitude,Zone,clusters_kmeans
982,SOUTHWEST,94,1,K-12 School,1.0,2,33462,0,33462,K-12 School,K-12 School,57896.0,Aucune,0.0,Aucune,0.0,Compliant,68.90000153,81.5,93.09999847,107.0999985,3987215.5,4719841.5,0.0,574940.0,3412276.0,185.23,5.54,"[87,116[",24.199996940000005,0.0,0.1441958680186711,0.8558042573821254,47.56542,-122.38502,Sud,0
983,SOUTHWEST,51,1,K-12 School,1.0,3,49744,0,49744,K-12 School,K-12 School,49744.0,Aucune,0.0,Aucune,0.0,Compliant,42.20000076,48.70000076,64.40000153,72.09999847,2096835.5,2421669.75,0.0,478349.0,1618486.0,89.29,1.79,"[29,58[",22.200000769999995,0.0,0.2281290067818863,0.7718707547635473,47.56504,-122.38455,Sud,1
984,SOUTHWEST,93,2,Worship Facility,1.0,2,37816,0,37816,"K-12 School, Worship Facility",Worship Facility,19407.0,K-12 School,18701.0,Aucune,0.0,Compliant,37.0,41.09999847,76.30000305,80.59999847,1411305.5,1565229.75,0.0,682782.0,728523.0,43.45,1.15,"[87,116[",39.30000305,0.0,0.4837946142773481,0.5162050314407476,47.56342,-122.38509,Sud,0
985,SOUTHWEST,90,3,Mixed Use Property,0.0,2,23315,0,23315,"Office, Restaurant, Retail Store",Office,7758.0,Retail Store,6919.0,Restaurant,1976.0,Compliant,81.30000305,89.5,185.6999969,194.3000031,1354000.625,1490972.375,0.0,799029.0,554971.0,35.04,1.5,"[87,116[",104.39999385,0.0,0.5901245429631911,0.4098749954417487,47.5622,-122.38648,Sud,0
986,SOUTHWEST,86,4,Mixed Use Property,1.0,2,20700,0,20700,"Non-Refrigerated Warehouse, Office, Other - Recreation, Restaurant",Non-Refrigerated Warehouse,6900.0,Restaurant,6900.0,Other - Recreation,4323.0,Compliant,206.1000061,209.8999939,299.2999878,302.2999878,4265815.0,4345884.5,0.0,821211.0,3444604.0,188.67,9.11,"[58,87[",93.1999817,0.0,0.1925097548768523,0.8074902451231476,47.56147,-122.38638,Sud,2
989,SOUTHWEST,68,3,Other,1.0,1,41521,13124,28397,"Other - Recreation, Parking, Restaurant",Other - Recreation,26241.0,Parking,13124.0,Restaurant,2574.0,Compliant,116.0,123.6999969,243.5,251.5,3343550.0,3563789.75,0.0,1676726.0,1666824.0,100.21,2.41,"[58,87[",127.5,0.0,0.5014807614661064,0.4985192385338936,47.56263,-122.38196,Sud,0
990,SOUTHWEST,70,1,Supermarket / Grocery Store,1.0,2,25762,0,25762,Supermarket/Grocery Store,Supermarket/Grocery Store,25762.0,Aucune,0.0,Aucune,0.0,Compliant,74.0,74.0,232.3999939,232.3999939,1906384.875,1906384.875,0.0,1906385.0,0.0,13.29,0.52,"[58,87[",158.3999939,0.0,1.0000000655691312,0.0,47.56197,-122.38109,Sud,0
992,SOUTHWEST,32,2,Other,1.0,1,33334,0,33334,"Fitness Center/Health Club/Gym, Swimming Pool",Fitness Center/Health Club/Gym,50000.0,Swimming Pool,0.0,Aucune,0.0,Compliant,122.4000015,128.1000061,232.3000031,238.3999939,6118300.5,6405464.5,0.0,2484706.0,3633594.0,210.3,6.31,"[29,58[",109.9000016,0.0,0.406110487708147,0.5938894305698127,47.56245,-122.37805,Sud,1
993,SOUTHWEST,35,1,Small- and Mid-Sized Office,1.0,3,43387,0,43387,Office,Office,45000.0,Aucune,0.0,Aucune,0.0,Compliant,59.70000076,59.90000153,172.0,172.0,2686765.0,2695090.5,0.0,2352594.0,334171.0,34.15,0.79,"[29,58[",112.29999924,0.0,0.8756232867407459,0.1243767132592541,47.56175,-122.37835,Sud,1
1000,NORTH,37,3,Mixed Use Property,1.0,1,39350,0,39350,"Food Service, Retail Store, Supermarket/Grocery Store",Supermarket/Grocery Store,19271.0,Retail Store,19249.0,Food Service,2663.0,Compliant,6.5,6.5,20.39999962,20.39999962,267135.0938,267135.0938,0.0,267135.0,0.0,1.86,0.05,"[29,58[",13.89999962,0.0,0.9999996488668011,0.0,47.72178,-122.29498,Nord,1
1002,NORTH,67,2,Other,0.0,1,22405,0,22405,"Other, Retail Store",Other,11000.0,Retail Store,7500.0,Aucune,0.0,Compliant,189.1000061,192.3000031,324.0,326.2000122,3498214.75,3556717.25,0.0,1110079.0,2388136.0,134.57,6.01,"[58,87[",134.8999939,0.0,0.3173272881546223,0.6826727833104014,47.72032,-122.29507,Nord,2
1010,GREATER DUWAMISH,31,1,Warehouse,1.0,1,37500,0,37500,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,61419.0,Aucune,0.0,Aucune,0.0,Compliant,29.5,31.10000038,92.19999695,97.19999695,1811506.375,1908057.875,0.0,1799898.0,11608.0,13.16,0.35,"[29,58[",62.69999695,0.0,0.9935918663272714,0.0064079266626925,47.552,-122.32262,Sud,1
1011,CENTRAL,26,1,Medical Office,1.0,2,39000,0,39000,Medical Office,Medical Office,39000.0,Aucune,0.0,Aucune,0.0,Compliant,67.09999847,68.09999847,192.3000031,193.3999939,2615247.75,2654904.25,0.0,2275174.0,340073.0,33.92,0.87,"[0,29[",125.20000463,0.0,0.8699649966241249,0.1300347165961618,47.60132,-122.30477,Centre,1
1012,SOUTHWEST,92,2,Other,1.0,1,22180,0,22180,"Other - Mall, Restaurant",Other - Mall,14000.0,Restaurant,8180.0,Aucune,0.0,Compliant,229.3999939,234.8999939,492.7000122,496.2000122,5089083.0,5211179.5,0.0,2671917.0,2417166.0,147.0,6.63,"[87,116[",263.30001830000003,0.0,0.5250291653722291,0.4749708346277708,47.56018,-122.38716,Sud,2
1017,GREATER DUWAMISH,47,3,Distribution Center,1.0,1,25920,0,25920,"Distribution Center, Office, Refrigerated Warehouse",Distribution Center,19277.0,Refrigerated Warehouse,4051.0,Office,2592.0,Compliant,47.09999847,46.79999924,140.8000031,138.8000031,1219744.75,1212529.75,0.0,1133481.0,86264.0,12.48,0.48,"[29,58[",93.70000463,0.0,0.9292772114821564,0.0707229934787585,47.58513,-122.30645,Sud,1
1018,GREATER DUWAMISH,63,1,Refrigerated Warehouse,1.0,1,25480,0,25480,Refrigerated Warehouse,Refrigerated Warehouse,25480.0,Aucune,0.0,Aucune,0.0,Compliant,29.10000038,29.10000038,91.40000153,91.40000153,741287.1875,741287.1875,0.0,741287.0,0.0,5.17,0.2,"[58,87[",62.30000115,0.0,0.9999997470615934,0.0,47.58528,-122.30595,Sud,0
1019,GREATER DUWAMISH,46,1,Warehouse,1.0,2,31000,0,31000,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,31000.0,Aucune,0.0,Aucune,0.0,Compliant,74.19999695,74.69999695,227.3999939,227.8999939,2301043.75,2315087.75,0.0,2216816.0,84227.0,19.93,0.64,"[29,58[",153.19999695,0.0,0.9633958502527386,0.0366038238082174,47.58482,-122.30501,Sud,1
1020,GREATER DUWAMISH,55,2,Small- and Mid-Sized Office,1.0,1,29740,0,29740,"Non-Refrigerated Warehouse, Office",Office,17804.0,Non-Refrigerated Warehouse,12208.0,Aucune,0.0,Compliant,48.90000153,51.09999847,139.0,141.3000031,1467060.25,1533262.0,0.0,1259195.0,207865.0,19.82,0.67,"[29,58[",90.09999847,0.0,0.8583117155549679,0.1416881140362163,47.58528,-122.305,Sud,1
1021,GREATER DUWAMISH,62,3,Distribution Center,1.0,1,23236,0,23236,"Distribution Center, Office, Retail Store",Distribution Center,20736.0,Office,1250.0,Retail Store,1250.0,Compliant,18.70000076,20.79999924,39.20000076,41.40000153,433871.0,484136.8125,0.0,217294.0,216577.0,13.02,0.56,"[58,87[",20.5,0.0,0.5008262824664474,0.4991737175335526,47.58607,-122.30445,Sud,0
1022,SOUTHEAST,7,3,Small- and Mid-Sized Office,1.0,3,38075,0,38075,"K-12 School, Office, Retail Store",Office,29035.0,K-12 School,6213.0,Retail Store,2825.0,Compliant,50.5,53.5,151.8000031,161.1000061,1921801.25,2035301.25,0.0,1799412.0,122389.0,19.04,0.5,"[0,29[",101.3000031,0.0,0.9363153447839624,0.0636845251297448,47.58579,-122.3034,Sud,1
1024,SOUTHEAST,46,1,Small- and Mid-Sized Office,1.0,2,39170,0,39170,Office,Office,35500.0,Aucune,0.0,Aucune,0.0,Compliant,60.0,63.40000153,126.9000015,130.1000061,2130673.75,2252219.5,0.0,1085835.0,1044839.0,63.06,1.61,"[29,58[",66.9000015,0.0,0.5096204897629212,0.4903796275708564,47.5859,-122.29957,Sud,1
1025,SOUTHEAST,39,1,Other,0.0,1,36070,0,36070,Other - Recreation,Other - Recreation,66597.0,Aucune,0.0,Aucune,0.0,Compliant,21.60000038,23.20000076,68.0,72.69999695,1441665.375,1542945.125,0.0,1441665.0,0.0,10.05,0.28,"[29,58[",46.39999962,0.0,0.99999973988416,0.0,47.58476,-122.29765,Sud,1
1027,SOUTHEAST,53,1,Other,1.0,2,20047,0,20047,Other - Services,Other - Services,20047.0,Aucune,0.0,Aucune,0.0,Compliant,5.900000095,6.400000095,18.39999962,20.10000038,117438.3984,128383.8984,0.0,117438.0,0.0,0.82,0.04,"[29,58[",12.499999525,0.0,0.9999966075831632,0.0,47.56979,-122.29234,Sud,1
1030,GREATER DUWAMISH,102,1,Retail Store,1.0,1,20000,0,20000,Retail Store,Retail Store,20000.0,Aucune,0.0,Aucune,0.0,Compliant,27.89999962,27.89999962,87.59999847,87.59999847,557863.6875,557863.6875,0.0,557864.0,0.0,3.89,0.19,"[87,116[",59.69999885,0.0,1.0000005601726856,0.0,47.57403,-122.3336,Sud,0
1031,GREATER DUWAMISH,61,1,Warehouse,1.0,2,32400,0,32400,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,32700.0,Aucune,0.0,Aucune,0.0,Compliant,7.599999905,7.599999905,23.89999962,23.89999962,248616.0,248616.0,0.0,248616.0,0.0,1.73,0.05,"[58,87[",16.299999715,0.0,1.0,0.0,47.5741,-122.32541,Sud,0
1033,MAGNOLIA / QUEEN ANNE,54,2,Supermarket / Grocery Store,1.0,1,25159,0,25159,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,25883.0,Parking,0.0,Aucune,0.0,Compliant,344.1000061,350.5,755.2000122,762.0,8905287.0,9072714.0,0.0,4878886.0,4026400.0,247.85,9.85,"[29,58[",411.1000061,0.0,0.5478639823736169,0.4521359053335395,47.63776,-122.35606,Centre,2
1035,MAGNOLIA / QUEEN ANNE,68,4,Other,1.0,1,27247,0,27247,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Pre-school/Daycare",Other - Recreation,14317.0,Fitness Center/Health Club/Gym,7701.0,Pre-school/Daycare,3045.0,Compliant,90.40000153,101.0,166.5,177.6999969,2332996.5,2607414.75,0.0,884313.0,1448683.0,83.1,3.05,"[58,87[",76.09999847,0.0,0.379046003712393,0.6209537819709545,47.63629,-122.35922,Centre,0
1041,GREATER DUWAMISH,61,1,Distribution Center,1.0,1,26680,0,26680,Distribution Center,Distribution Center,33987.0,Aucune,0.0,Aucune,0.0,Compliant,7.199999809,7.199999809,22.5,22.5,243518.2031,243518.2031,0.0,243518.0,0.0,1.7,0.06,"[58,87[",15.300000191,0.0,0.999999165976106,0.0,47.56489,-122.3409,Sud,0
1042,DELRIDGE,63,1,Warehouse,1.0,1,31521,0,31521,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,31521.0,Aucune,0.0,Aucune,0.0,Compliant,56.70000076,57.79999924,107.4000015,110.9000015,1788148.0,1823198.75,0.0,720945.0,1067203.0,61.71,1.96,"[58,87[",50.70000074,0.0,0.4031797144307965,0.5968202855692034,47.56447,-122.35335,Sud,0
1043,GREATER DUWAMISH,65,2,Warehouse,1.0,1,24000,0,24000,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,20400.0,Office,3600.0,Aucune,0.0,Compliant,52.40000153,62.90000153,93.0,104.0999985,1257033.5,1510110.25,0.0,436193.0,820840.0,46.64,1.94,"[58,87[",40.59999847,0.0,0.3470018897666609,0.6529977124714655,47.56982,-122.33479,Sud,0
1044,GREATER DUWAMISH,64,1,Self-Storage Facility,1.0,1,21900,0,21900,Self-Storage Facility,Self-Storage Facility,21900.0,Aucune,0.0,Aucune,0.0,Compliant,60.90000153,75.5,74.59999847,90.0,1333637.625,1654353.5,0.0,112187.0,1221451.0,65.65,3.0,"[58,87[",13.699996940000004,0.0,0.0841210519986641,0.915879229187164,47.56487,-122.34181,Sud,0
1046,GREATER DUWAMISH,55,3,Warehouse,1.0,1,38005,0,38005,"Non-Refrigerated Warehouse, Office, Self-Storage Facility",Non-Refrigerated Warehouse,21560.0,Self-Storage Facility,10974.0,Office,5471.0,Compliant,19.79999924,21.10000038,55.59999847,57.59999847,752093.625,800420.6875,0.0,632708.0,119386.0,10.75,0.28,"[29,58[",35.799999230000005,0.0,0.8412622830036619,0.1587382156044734,47.56897,-122.33617,Sud,1
1047,GREATER DUWAMISH,18,1,Distribution Center,1.0,1,35579,0,35579,Distribution Center,Distribution Center,35579.0,Aucune,0.0,Aucune,0.0,Compliant,30.79999924,35.40000153,56.79999924,61.59999847,1096646.25,1259267.75,0.0,416047.0,680599.0,39.05,1.1,"[0,29[",26.0,0.0,0.3793812270821151,0.6206185449501149,47.5678,-122.33622,Sud,1
1049,GREATER DUWAMISH,41,1,Distribution Center,1.0,1,49950,0,49950,Distribution Center,Distribution Center,49950.0,Aucune,0.0,Aucune,0.0,Compliant,4.800000191,4.800000191,15.0,15.0,238969.7031,238969.7031,0.0,238970.0,0.0,1.67,0.03,"[29,58[",10.199999809,0.0,1.0000012424169096,0.0,47.57382,-122.32672,Sud,1
1054,MAGNOLIA / QUEEN ANNE,69,1,Worship Facility,1.0,2,22612,0,22612,Worship Facility,Worship Facility,22612.0,Aucune,0.0,Aucune,0.0,Compliant,32.29999924,37.79999924,48.5,54.90000153,731321.8125,854810.625,0.0,156920.0,574402.0,31.6,1.4,"[58,87[",16.20000076,0.0,0.21457038107967,0.7854298753054081,47.63927,-122.4032,Centre,0
1058,NORTH,40,2,Other,1.0,2,38787,0,38787,"Automobile Dealership, Parking",Automobile Dealership,38787.0,Parking,0.0,Aucune,0.0,Compliant,82.59999847,90.59999847,206.6999969,215.0,3204685.5,3513828.25,0.0,2225423.0,979262.0,67.52,1.74,"[29,58[",124.09999843,0.0,0.6944278931583145,0.3055719508201351,47.72599,-122.29314,Nord,1
1059,NORTH,28,1,Self-Storage Facility,2.0,2,50368,0,50368,Self-Storage Facility,Self-Storage Facility,50369.0,Aucune,0.0,Aucune,0.0,Compliant,15.0,17.79999924,26.0,29.20000076,753275.1875,897822.875,0.0,247692.0,505583.0,28.58,0.57,"[0,29[",11.0,0.0,0.3288200701553043,0.6711796809316781,47.72356,-122.29378,Nord,1
1060,GREATER DUWAMISH,78,2,Warehouse,1.0,1,30545,0,30545,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,23545.0,Office,7000.0,Aucune,0.0,Compliant,51.59999847,60.90000153,87.19999695,97.30000305,1577040.875,1861291.25,0.0,481781.0,1095260.0,61.53,2.01,"[58,87[",35.59999848,0.0,0.3054968375502632,0.6945032417121084,47.55302,-122.33605,Sud,0
1071,MAGNOLIA / QUEEN ANNE,94,1,K-12 School,1.0,3,32691,0,32691,K-12 School,K-12 School,33550.0,Aucune,0.0,Aucune,0.0,Compliant,29.0,32.70000076,59.90000153,65.19999695,971990.3125,1095913.75,0.0,472481.0,499509.0,29.82,0.91,"[87,116[",30.90000153,0.0,0.4860964084968696,0.5139032699978684,47.63111,-122.35814,Centre,0
1073,MAGNOLIA / QUEEN ANNE,53,1,Worship Facility,1.0,2,24227,0,24227,Worship Facility,Worship Facility,26210.0,Aucune,0.0,Aucune,0.0,Compliant,41.5,47.29999924,61.0,67.09999847,1086678.125,1238854.625,0.0,219393.0,867285.0,47.59,1.96,"[29,58[",19.5,0.0,0.2018932699137566,0.7981066150567814,47.63159,-122.35839,Centre,1
1081,GREATER DUWAMISH,60,1,Distribution Center,1.0,1,27000,0,27000,Distribution Center,Distribution Center,27000.0,Aucune,0.0,Aucune,0.0,Compliant,24.10000038,27.20000076,51.70000076,55.0,651293.3125,735187.125,0.0,341140.0,310153.0,18.85,0.7,"[58,87[",27.60000038,0.0,0.5237885810473449,0.4762109391381168,47.54365,-122.30785,Sud,1
1093,LAKE UNION,59,2,Small- and Mid-Sized Office,1.0,2,21183,0,21183,"Office, Parking",Office,13945.0,Parking,7238.0,Aucune,0.0,Compliant,25.89999962,25.89999962,81.40000153,81.40000153,361542.0938,361542.0938,0.0,361542.0,0.0,2.52,0.12,"[58,87[",55.50000191,0.0,0.999999740555798,0.0,47.64243,-122.32618,Centre,1
1094,LAKE UNION,55,2,Small- and Mid-Sized Office,1.0,3,29392,3834,25558,"Office, Parking",Office,29392.0,Parking,3834.0,Aucune,0.0,Compliant,25.70000076,27.39999962,79.30000305,84.5,755618.1875,804510.375,0.0,735889.0,19729.0,6.18,0.21,"[29,58[",53.60000229,0.0,0.9738900044673686,0.0261097473914363,47.64428,-122.32627,Nord,1
1096,LAKE UNION,31,3,Large Office,1.0,5,137738,55504,82234,"Office, Other, Parking",Office,77796.0,Parking,55504.0,Other,4438.0,Compliant,57.20000076,58.90000153,179.6999969,184.8999939,4704936.5,4843339.0,0.0,4704936.0,0.0,32.8,0.24,"[29,58[",122.49999614,0.0,0.99999989372864,0.0,47.6465,-122.3252,Nord,1
1104,LAKE UNION,28,1,Residence Hall,1.0,3,21118,0,21118,Residence Hall/Dormitory,Residence Hall/Dormitory,21118.0,Aucune,0.0,Aucune,0.0,Compliant,64.5,67.59999847,138.1000061,145.5,1361427.75,1427645.0,0.0,710939.0,650489.0,39.5,1.87,"[0,29[",73.6000061,0.0,0.5222010495966459,0.477799134034105,47.65014,-122.34424,Nord,1
1105,LAKE UNION,3,4,Large Office,1.0,5,206126,79284,126842,"Office, Other, Parking, Restaurant",Office,101941.0,Parking,73177.0,Other,8324.0,Compliant,32.0,40.79999924,110.5999985,108.4000015,4489661.0,4515744.5,0.0,3601473.0,887828.0,72.26,0.35,"[0,29[",78.5999985,0.0,0.8021703643103566,0.1977494514619255,47.64868,-122.34254,Nord,1
1106,LAKE UNION,116,1,Small- and Mid-Sized Office,1.0,2,20500,0,20500,Office,Office,20500.0,Aucune,0.0,Aucune,0.0,Compliant,64.69999695,64.69999695,198.6999969,198.6999969,1326178.125,1326178.125,0.0,1282333.0,43845.0,11.27,0.55,"[87,116[",133.99999995000002,0.0,0.9669387360766488,0.0330611696675361,47.64866,-122.34509,Nord,0
1109,BALLARD,50,2,Senior Care Community,1.0,2,34636,31000,3636,"Parking, Senior Care Community",Senior Care Community,36000.0,Parking,0.0,Aucune,0.0,Compliant,337.5,355.7000122,561.0999756,587.9000244,12148720.0,12805711.0,0.0,3561375.0,8587344.0,480.9,13.88,"[29,58[",223.5999756,0.0,0.2931481670496974,0.7068517506371041,47.69875,-122.36725,Nord,2
1110,NORTHEAST,86,1,Worship Facility,1.0,2,25521,0,25521,Worship Facility,Worship Facility,25521.0,Aucune,0.0,Aucune,0.0,Compliant,23.70000076,26.89999962,54.5,58.90000153,605186.3125,685885.625,0.0,361384.0,243802.0,15.47,0.61,"[58,87[",30.79999924,0.0,0.5971450320929061,0.4028544515371867,47.67485,-122.29284,Nord,0
1111,NORTHEAST,30,1,K-12 School,1.0,1,23190,0,23190,K-12 School,K-12 School,23190.0,Aucune,0.0,Aucune,0.0,Compliant,73.5,83.19999695,121.0999985,131.1999969,1705515.25,1929416.5,0.0,486316.0,1219199.0,68.14,2.94,"[29,58[",47.5999985,0.0,0.2851431554188683,0.7148566979978631,47.67485,-122.29284,Nord,1
1115,NORTHWEST,56,1,Small- and Mid-Sized Office,1.0,1,20678,0,20678,Office,Office,23100.0,Aucune,0.0,Aucune,0.0,Compliant,33.29999924,37.90000153,51.29999924,56.59999847,770333.0,875049.6875,0.0,179517.0,590816.0,32.63,1.58,"[29,58[",18.0,0.0,0.2330381795924619,0.766961820407538,47.68602,-122.35674,Nord,1
1116,NORTHWEST,94,1,K-12 School,1.0,3,28820,0,28820,K-12 School,K-12 School,33780.0,Aucune,0.0,Aucune,0.0,Compliant,76.80000305,87.59999847,122.8000031,135.6999969,2595783.5,2959193.75,0.0,680757.0,1915026.0,106.45,3.69,"[87,116[",46.00000005,0.0,0.262254922261429,0.7377448851185008,47.68642,-122.35707,Nord,0
1119,SOUTHEAST,62,1,Worship Facility,1.0,2,27876,0,27876,Worship Facility,Worship Facility,44816.0,Aucune,0.0,Aucune,0.0,Compliant,40.79999924,46.79999924,71.40000153,78.5,1829981.375,2095655.25,0.0,611581.0,1218400.0,68.97,2.47,"[58,87[",30.60000229,0.0,0.3342006691188319,0.6657991259610497,47.51042,-122.26277,Sud,0
1123,SOUTHEAST,50,2,Senior Care Community,1.0,2,48882,7233,41649,"Parking, Senior Care Community",Senior Care Community,41922.0,Parking,9079.0,Aucune,0.0,Compliant,161.8000031,168.1000061,304.8999939,311.6000061,6782435.0,7048919.0,0.0,2708255.0,4074180.0,235.26,4.81,"[29,58[",143.09999080000003,0.0,0.3993042321820998,0.6006957678179002,47.55387,-122.27875,Sud,1
1124,GREATER DUWAMISH,39,1,Warehouse,1.0,1,22320,0,22320,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,22320.0,Aucune,0.0,Aucune,0.0,Compliant,19.70000076,20.70000076,61.79999924,65.0,439065.9063,462174.4063,0.0,439066.0,0.0,3.06,0.14,"[29,58[",42.09999848,0.0,1.0000002134075971,0.0,47.55374,-122.32498,Sud,1
1125,GREATER DUWAMISH,40,1,Other,1.0,1,47105,0,47105,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,45320.0,Aucune,0.0,Aucune,0.0,Compliant,225.8000031,225.8000031,432.3999939,432.3999939,10234721.0,10234721.0,0.0,4233850.0,6000871.0,348.22,7.39,"[29,58[",206.59999080000003,0.0,0.4136751749266052,0.5863248250733948,47.55297,-122.32472,Sud,2
1126,GREATER DUWAMISH,34,2,Small- and Mid-Sized Office,1.0,2,40029,0,40029,"Non-Refrigerated Warehouse, Office",Office,31800.0,Non-Refrigerated Warehouse,8200.0,Aucune,0.0,Compliant,36.79999924,39.40000153,115.5,123.6999969,1471914.25,1575328.25,0.0,1471914.0,0.0,10.26,0.26,"[29,58[",78.70000076,0.0,0.9999998301531492,0.0,47.55316,-122.32616,Sud,1
1127,GREATER DUWAMISH,46,1,Small- and Mid-Sized Office,1.0,2,28304,0,28304,Office,Office,27185.0,Aucune,0.0,Aucune,0.0,Compliant,46.70000076,48.70000076,146.6000061,152.8000031,1269367.5,1322894.5,0.0,1269367.0,0.0,8.85,0.31,"[29,58[",99.90000534,0.0,0.9999996061030396,0.0,47.55196,-122.32518,Sud,1
1128,GREATER DUWAMISH,46,2,Other,1.0,1,26400,0,26400,"Non-Refrigerated Warehouse, Other - Recreation",Other - Recreation,20560.0,Non-Refrigerated Warehouse,7200.0,Aucune,0.0,Compliant,16.29999924,16.29999924,51.20000076,51.20000076,452612.5,452612.5,0.0,452612.0,0.0,3.16,0.12,"[29,58[",34.90000152,0.0,0.9999988953022728,0.0,47.55168,-122.32459,Sud,1
1129,GREATER DUWAMISH,48,2,Warehouse,1.0,1,27680,0,27680,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,25000.0,Office,2680.0,Aucune,0.0,Compliant,64.19999695,69.30000305,116.0,121.3000031,1778431.75,1918665.75,0.0,642420.0,1136012.0,64.81,2.34,"[29,58[",51.80000305,0.0,0.3612283687580364,0.6387717718152524,47.55049,-122.32382,Sud,1
1130,GREATER DUWAMISH,47,2,Small- and Mid-Sized Office,1.0,2,25872,0,25872,"Non-Refrigerated Warehouse, Office",Office,23272.0,Non-Refrigerated Warehouse,2600.0,Aucune,0.0,Compliant,69.09999847,71.69999695,158.5,162.3000031,1787119.0,1853911.875,0.0,1064725.0,722394.0,45.79,1.77,"[29,58[",89.40000153,0.0,0.5957773377150598,0.4042226622849402,47.55145,-122.32635,Sud,1
1131,GREATER DUWAMISH,47,1,Small- and Mid-Sized Office,1.0,2,25872,0,25872,Office,Office,24988.0,Aucune,0.0,Aucune,0.0,Compliant,96.0,100.0,183.1999969,187.0,2399353.5,2498335.25,0.0,985457.0,1413896.0,81.96,3.17,"[29,58[",87.1999969,0.0,0.4107177204192713,0.5892820711912605,47.55127,-122.32576,Sud,1
1132,GREATER DUWAMISH,47,1,Warehouse,1.0,1,20500,0,20500,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21386.0,Aucune,0.0,Aucune,0.0,Compliant,10.39999962,10.39999962,32.70000076,32.70000076,222600.0938,222600.0938,0.0,222600.0,0.0,1.55,0.08,"[29,58[",22.300001140000003,0.0,0.9999995786165298,0.0,47.55127,-122.32576,Sud,1
1133,LAKE UNION,58,1,Small- and Mid-Sized Office,1.0,2,21436,0,21436,Office,Office,21436.0,Aucune,0.0,Aucune,0.0,Compliant,24.89999962,26.10000038,78.30000305,81.80000305,534703.6875,558727.875,0.0,534704.0,0.0,3.73,0.17,"[58,87[",53.40000343,0.0,1.0000005844358424,0.0,47.6557,-122.34682,Nord,1
1134,NORTHEAST,18,3,Mixed Use Property,1.0,1,20233,0,20233,"Non-Refrigerated Warehouse, Office, Other",Office,7245.0,Non-Refrigerated Warehouse,6644.0,Other,6344.0,Compliant,31.10000038,34.09999847,67.0,70.09999847,630250.125,690322.6875,0.0,331967.0,298283.0,18.16,0.9,"[0,29[",35.89999962,0.0,0.5267226246087615,0.4732771770572834,47.65205,-122.3218,Nord,1
1136,LAKE UNION,10,4,Small- and Mid-Sized Office,1.0,4,39926,12400,27526,"Multifamily Housing, Office, Parking, Retail Store",Office,24335.0,Parking,12400.0,Retail Store,2575.0,Compliant,36.70000076,37.70000076,103.0999985,105.8000031,1010967.688,1039085.375,0.0,849654.0,161314.0,14.49,0.36,"[0,29[",66.39999774,0.0,0.840436356260676,0.1595639523545286,47.65178,-122.351,Nord,1
1139,LAKE UNION,31,2,Small- and Mid-Sized Office,1.0,3,31417,8110,23307,"Office, Parking",Office,26295.0,Parking,12890.0,Aucune,0.0,Compliant,42.79999924,46.20000076,99.59999847,102.0999985,1126157.25,1214408.75,0.0,687472.0,438685.0,28.09,0.89,"[29,58[",56.799999230000005,0.0,0.6104582641544953,0.3895415138516401,47.64904,-122.34609,Nord,1
1142,DOWNTOWN,88,1,Self-Storage Facility,1.0,6,46580,0,46580,Self-Storage Facility,Self-Storage Facility,46580.0,Aucune,0.0,Aucune,0.0,Compliant,15.19999981,16.70000076,47.90000153,52.5,710275.375,778702.125,0.0,710275.0,0.0,4.95,0.11,"[87,116[",32.70000172,0.0,0.999999472035758,0.0,47.61179,-122.3404,Centre,0
1144,DOWNTOWN,100,1,Retail Store,1.0,2,25920,0,25920,Retail Store,Retail Store,25920.0,Aucune,0.0,Aucune,0.0,Compliant,18.5,18.5,58.0,58.0,478690.0938,478690.0938,0.0,478690.0,0.0,3.34,0.13,"[87,116[",39.5,0.0,0.9999998040485876,0.0,47.61165,-122.34011,Centre,0
